,nome_fantasia,cnpj_basico,cnpj_ordem,cnpj_dv,cnae_princ,cnaes_sec,uf,municipio,porte,4661300,4683400,4530704,3314711,3314712,4619200
201417,AGRICASE,5444853,6,40,4661300,"4520001,4530703,4619200,4662100,4732600,7490104,7731400,7732201",PR,7667,Parceiros,1,0,0,0,0,1
201481,PARECIS MAQUINAS AGRICOLAS,11130959,3,20,4661300,"4732600,2950600,2539001,4512901,3314711",MT,1046,Parceiros,1,0,0,1,0,0
201526,SHARK DISTRIBUIDORA,3988196,7,58,4661300,"4618499,4520001",SC,8339,Parceiros,1,0,0,0,0,0
202410,MEROTTI COMERCIO E REPRESENTACOES,13557685,1,13,4683400,"4611700,4612500,4614100,4618499,4623106,4661300,4662100,7490103",MT,9047,Parceiros,1,1,0,0,0,0
202609,TRATORCASE,8641686,5,35,4661300,"3314711,6202300",PR,7429,Parceiros,1,0,0,1,0,0
202720,,14412633,1,11,4683400,"4619200,4623106,5211799",MG,5029,Parceiros,0,1,0,0,0,1
202814,DISMA,14439362,2,79,4661300,"4520001,4619200,4662100,4732600,7731400,7732201",SP,6141,Parceiros,1,0,0,0,0,1
203372,IGARAPE DISTRIBUIDORA AGRICOLA E COMERCIAL LTDA,45942349,14,3,4661300,"4520001,4512901",MG,4111,Parceiros,1,0,0,0,0,0
203598,EQUAGRIL,77310589,29,50,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",PR,7505,Parceiros,1,0,0,0,0,1
203837,TRESSETE SERVICOS,16904539,1,5,4661300,"0163600,3314711,8291100",MT,9871,Parceiros,1,0,0,1,0,0
204300,PARAISO MAQUINAS E IMPLEMENTOS AGRICOLAS,1838101,15,2,4661300,"4789099,4692300,4612500,4520001,3314711,4623199",GO,9433,Parceiros,1,0,0,1,0,0
204462,AGROFITO CASE,5480746,3,25,4661300,"4520001,4520003",MT,9779,Parceiros,1,0,0,0,0,0
204657,CENTRO OESTE,11507766,1,83,4661300,"3314711,3314712,4614100,4619200",MT,9151,Parceiros,1,0,0,1,1,1
204772,DISMA,14439362,9,45,4661300,"4520001,4619200,4662100,4732600,7731400,7732201",SP,6101,Parceiros,1,0,0,0,0,1
205277,NOVA HOLANDA,11069897,6,30,4661300,"3314711,3314712,3314716,3314717,4520001,4530701,4619200,4662100,4669999,4732600,7731400,7732201",MG,4687,Parceiros,1,0,0,1,1,1
205391,LISOT ASSISTENCIA TECNICA,20701192,1,70,3314711,4661300,SC,8001,Parceiros,1,0,0,1,0,0
205510,,2210106,4,98,4661300,"3314711,3314712,3314716,4520001,4669999,4789099,7719599,7731400,7490104,3314717,3314799",MG,4957,Parceiros,1,0,0,1,1,0
206110,,14644584,5,76,4661300,"3314711,3314712",SC,8001,Parceiros,1,0,0,1,1,0
206298,COOPERATIVA,45236791,133,31,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,0161003,5211799,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4789004,4744001,4753900,4789099",SP,7097,Parceiros,1,0,0,1,0,0
206353,PRODUTIVA AGRICOLA,23722521,1,58,4661300,"3312102,4321500,4322301,4789099",MT,9151,Parceiros,1,0,0,0,0,0
206693,AGRITEC TECNOLOGIA AGRICOLA,24732177,1,40,4661300,3314711,MT,8985,Parceiros,1,0,0,1,0,0
206769,IGARAPE DISTRIBUIDORA AGRICOLA E COMERCIAL LTDA,45942349,16,67,4661300,"4520001,4512901",SP,7177,Parceiros,1,0,0,0,0,0
206816,PRECISIONFARM,25028548,1,70,3314711,,SC,8001,Parceiros,0,0,0,1,0,0
207178,GRANDTEC,15727764,2,31,4661300,"4662100,4732600,4744001,4614100,4512901,3314712,4930201,4930202,7490104",TO,9385,Parceiros,1,0,0,0,1,0
207238,,45236791,97,33,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,0161003,5211799,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4530705,4789004,4744001,4753900,4789099",SP,6727,Parceiros,1,0,0,1,0,0
207285,COOPERCITRUS,45236791,126,2,4661300,"0161003,0161099,3314711,3321000,4520001,4530703,4530705,4614100,4744001,4753900,4755503,4759899,4763602,4763604,4781400,4782201,4789004,4789005,4789099,5211799,7112000,7120100,7490103,7490104,7731400,8230001,8599604",MG,4957,Parceiros,1,0,0,1,0,0
207343,AGRO AMAZONIA PRODUTOS AGROPECUARIOS LTDA,13563680,23,9,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9191,Parceiros,1,1,0,0,0,0
207347,NORTE MAQUINAS PECAS E IMPLEMENTOS AGRICOLAS,22100034,1,90,4661300,"2832100,2833000,3314711,3314712,3314716,3321000,4520005,4614100,4619200,4662100,4744001",PA,583,Parceiros,1,0,0,1,1,1
207361,PRIME SOLUCOES AGRICOLAS,24819810,1,32,3314711,"4530703,4789099,7731400",GO,9571,Parceiros,0,0,0,1,0,0
207641,,8244744,1,63,4661300,"3314711,4744001,6619399,7490104",MG,4763,Parceiros,1,0,0,1,0,0
207662,AGROVISAO MAQUINAS AGRICOLAS E POS VENDA,24535636,1,4,3314711,"3314712,4530703,4614100,4732600",GO,9325,Parceiros,0,0,0,1,1,0
208325,EQUAGRIL,77310589,32,55,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",MS,9011,Parceiros,1,0,0,0,0,1
208484,PLANALTO DISTRIBUIDORA DE IMPLEMENTOS,33365180,4,7,4661300,"4512901,4520001,4530703,4530705,4732600,4741500",GO,73,Parceiros,1,0,0,0,0,0
209020,TERRA TEC - TECNOLOGIA NO CAMPO,29819396,1,85,3314711,"2539001,3313901,3313999,3329599,4661300",MT,9193,Parceiros,1,0,0,1,0,0
209604,BTG PRODUTOS E SERVICOS,20800575,4,49,4661300,"0161003,3314711,3314712,4511102,4511103,4512901,4512902,4520001,4530701,4530702,4530703,4530704,4530705,4530706,4611700,4614100,4619200,4623108,4642701,4643501,4681805,4732600,4763601,4781400,4930201,4930202,4930204,7490104,7731400,8599604",MS,9757,Parceiros,1,0,1,1,1,1
209754,,31843728,1,9,3314711,,MS,9051,Parceiros,0,0,0,1,0,0
209895,MS EQUIPAMENTOS,2667683,6,75,4661300,"3314712,4511101,4511103,4511104,4511106,4512901,4512902,4520001,4520002,4520003,4520004,4530701,4530703,4672900,4744001,7711000,7719599,7731400,7739099",GO,73,Parceiros,1,0,0,0,1,0
210365,PYTTER TECNOLOGIA AGRICOLA.,33472486,1,10,3314711,"4742300,9521500,9511800,8599605,4520003,4782201,3321000,2740602",MA,727,Parceiros,0,0,0,1,0,0
211150,,8641686,8,88,4661300,"3314711,6202300",PR,7495,Parceiros,1,0,0,1,0,0
211457,SABMAQ,31497629,1,12,2833000,"3314711,3321000,4511102,4661300,4663000,4744001,4789099,7112000,8211300",SC,8369,Parceiros,1,0,0,1,0,0
211829,AGRIMAR REPRESENTACOES,1149063,1,77,4614100,"3314711,3314712,4530703,4661300",PR,7887,Parceiros,1,0,0,1,1,0
211912,COAMO,75904383,2,2,4623199,"0210101,0210107,4621400,4622200,4623101,4623109,4661300,4671100,4683400,4732600,4771704,5211701,7490103",PR,7547,Parceiros,1,1,0,0,0,0
211967,,90063736,2,82,4789099,"3314712,4619200,4649499,4661300,4669999,4689399,5250801",RS,8629,Parceiros,1,0,0,0,1,1
212096,,2393037,1,52,4614100,"3314711,4530703,4661300",MG,5407,Parceiros,1,0,0,1,0,0
212176,JUMIL,44944668,1,62,2833000,"2451200,2229302,4661300,4930202,6462000",SP,6217,Parceiros,1,0,0,0,0,0
212309,,88910252,1,7,4789099,"3314711,3314712,4530704,4632001,4661300,4683400,4729699,4751201,4752100,4759899,4781400,4930202,4930203",RS,8785,Parceiros,1,1,1,1,1,0
212539,AGTECH SERVICOS,13153586,1,76,161099,"0161001,0161003,3312102,4661300,6202300,6209100,7119701,7119799,7210000,7420002,7490103,7731400,7739099,7740300,8599604",SP,7097,Parceiros,1,0,0,0,0,0
212613,,90063736,4,44,4789099,"3314712,4619200,4649499,4661300,4669999,4689399,5250801",RS,8847,Parceiros,1,0,0,0,1,1
212716,CAMPO & NEGOCIOS,16621635,1,46,4530703,"4292801,4520007,4530704,4530705,4619200,4661300,4732600,4744001,7820500",GO,9361,Parceiros,1,0,1,0,0,1
212993,PECAS AGRICOLAS SANTA CRUZ,21781032,1,41,4530703,"3314710,3314711,4661300,4744001",SP,7029,Parceiros,1,0,0,1,0,0
213004,G H AGRICOLA,22043804,1,0,7490103,"0141501,0141502,0161003,4623106,4683400,4669999,4611700,4623109,4661300,4633802,0163600,0111302,0111399",GO,9511,Parceiros,1,1,0,0,0,0
213036,SUPER AGRO NEGOCIOS AGRICOLAS,22726615,1,32,4530701,"3314711,4611700,4622200,4623106,4623199,4661300,4683400,4692300,4744001,7820500",MT,131,Parceiros,1,1,0,1,0,0
213484,AGRICOLA BEAGRO,27838912,1,93,4623106,"4611700,4623109,4632001,4632002,4632003,4644302,4661300,4683400,4771704,4789004,7020400",PA,583,Parceiros,1,1,0,0,0,0
213672,TRACAN,2949160,11,89,4789099,"3314711,3314712,3314717,3321000,4313400,4530706,4661300,4662100,4669999,4930202,7731400,8599604",MG,4541,Parceiros,1,0,0,1,1,0
214252,,94544665,1,0,4622200,"0111399,0115600,0155502,0161099,0163600,4530705,4614100,4623106,4623109,4623199,4683400,4744001,4771704,4789002,4789004,4930202,7490103",RS,8757,Parceiros,0,1,0,0,0,0
214517,SEMENTES CONDOR,85042760,1,14,4632001,"0141501,8299799,4611700,4930201,4930203,7120100,7490103,4683400,4622200",PR,7493,Parceiros,0,1,0,0,0,0
216100,AGILIS PECAS AGRICOLAS,39582746,1,96,4789099,"4530703,4530704,4530705,4744001",MS,9073,Parceiros,0,0,1,0,0,0
227377,,11492141,8,61,4530701,"3314710,3314711,3314712,3329599,4520001,4530702,4618499,4663000,7490104,7739099",RS,8785,Parceiros,0,0,0,1,1,0
227773,,92998350,1,7,2833000,"1081302,2829199,2832100,3042300,3314711,4637101",RS,8801,Parceiros,0,0,0,1,0,0
227833,COMERCIAL DA ROCA,73706780,1,63,4771704,"3314711,4612500,4618499,4684299,4732600,4742300,4744001,4744003,4753900,4763604,4789004,7490103,7500100",MT,9047,Parceiros,0,0,0,1,0,0
227840,PLA DO BRASIL,6303670,1,63,2833000,"3314711,2832100,4930202,3321000",RS,8589,Parceiros,0,0,0,1,0,0
227891,,85378503,1,58,4789099,"6810202,4530705,4635499,4691500,4639701,4637199,4723700,4744004,4744001,4732600,4744099,4711302,4759899,4753900,6810201,5211799,6462000,4110700,4619200,4520004,4520002,4520003,4520001,4930202,4530703,3314712,3314711",SC,8199,Parceiros,0,0,0,1,1,1
227919,EQUIFFORT IMPLEMENTOS AGRICOLAS LTDA,7009617,1,17,4789099,"3314711,4614100",RS,8841,Parceiros,0,0,0,1,0,0
227931,,7068556,1,69,3321000,3314711,MG,4959,Parceiros,0,0,0,1,0,0
227969,AGROSER,2637401,2,63,4789099,"3314711,4614100,4930202,7490199",RS,8713,Parceiros,0,0,0,1,0,0
227984,,7817107,2,57,4789099,"3314712,3314711,7490104,4614100",BA,3515,Parceiros,0,0,0,1,1,0
228761,AGROBIEL MAQUINAS E IMPLEMENTOS AGRICOLAS,30741205,1,99,4789099,3314711,RS,8791,Parceiros,0,0,0,1,0,0
228872,,985004,7,61,4662100,"3314711,4614100,4663000,4681805,7732201",MG,4787,Parceiros,0,0,0,1,0,0
229211,,17845199,1,51,4789099,"4732600,3314712,7490104,4781400,4782201,4789001,4530705",MG,5413,Parceiros,0,0,0,0,1,0
229227,KOMATSU,44410199,1,0,2853400,"2831300,2854200,2852600,5211799,3314717,3314716,3314712,3321000,4530706,4614100,7490104,3313999",SP,7151,Parceiros,0,0,0,0,1,0
229250,IROPEL,96819032,1,92,4789099,"3314712,4930202,4614100",BA,1112,Parceiros,0,0,0,0,1,0
236677,ARADO IMPLEMENTOS AGRICOLAS,36170359,1,54,4661300,"3314711,4732600,4781400,4782201,7490104",MT,8987,Parceiros,1,0,0,1,0,0
236733,MAMORE MAQUINAS,19614838,6,8,4661300,"2950600,3314701,4530705,4614100,4662100,4732600,4744001,7719599,7731400",AC,139,Parceiros,1,0,0,0,0,0
236854,,20800575,5,20,4661300,"0161003,3314711,3314712,4511102,4511103,4512901,4512902,4520001,4530701,4530702,4530703,4530704,4530705,4530706,4611700,4614100,4619200,4623108,4642701,4643501,4681805,4732600,4763601,4781400,4930201,4930202,4930204,7490104,7731400,8599604",MS,9051,Parceiros,1,0,1,1,1,1
238450,,26677742,9,5,4661300,"3314712,4614100,4681805,4781400,4789001,6619399,7731400,7739099",PA,567,Parceiros,1,0,0,0,1,0
240506,AGRICOLA UNIAO,267438,1,30,4683400,"5211799,4611700,4661300,4623106",GO,9425,Parceiros,1,1,0,0,0,0
241104,,108578,3,28,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,9907,Parceiros,1,0,1,0,1,0
241794,GUIMAG,2422951,4,27,4661300,"3314711,3314712,4614100,4623106,4681805,4683400,4732600,4744001,4789099",MT,9185,Parceiros,1,1,0,1,1,0
241856,MS EQUIPAMENTOS,2667683,4,3,4661300,"3314712,4511101,4511103,4511104,4511106,4512901,4512902,4520001,4520002,4520003,4520004,4530701,4530703,4672900,4744001,7711000,7719599,7731400,7739099",MS,9787,Parceiros,1,0,0,0,1,0
242025,SHARK DISTRIBUIDORA,3988196,1,62,4661300,"4618499,4520001,4619200",PR,7493,Parceiros,1,0,0,0,0,1
242451,AGROFITO CASE,5480746,2,44,4661300,"4520001,4520003",MT,9871,Parceiros,1,0,0,0,0,0
242652,,827383,1,76,4661300,"3314711,3314712,3321000,4520001",PR,7583,Parceiros,1,0,0,1,1,0
243958,PIANNA RURAL,39621867,15,3,4661300,3314711,MG,4123,Parceiros,1,0,0,1,0,0
244217,,45236791,56,65,4683400,"0161003,4520001,4530703,4530705,4623101,4623109,4644302,4649499,4661300,4744001,4753900,4755503,4759899,4763602,4763604,4781400,4782201,4789004,4789005,4789099,5211701,5211799,7120100,7490103,7490104,7500100,8230001",SP,6155,Parceiros,1,1,0,0,0,0
244299,MG PECAS AGRICOLAS,4571862,1,25,4661300,,MT,9191,Parceiros,1,0,0,0,0,0
244522,JUMASA,36942860,1,91,4661300,"4662100,3314711,3314712,3314716,4732600,7731400,0161099,4622200,4623103,4623199,4683400",MT,9819,Parceiros,1,1,0,1,1,0
245769,CAMAGRIL,76075118,3,2,4661300,"2950600,3314711,4619200",PR,7927,Parceiros,1,0,0,1,0,1
245860,,77310589,9,6,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",PR,7701,Parceiros,1,0,0,0,0,1
246313,,88397435,2,43,4661300,3314712,RS,8729,Parceiros,1,0,0,0,1,0
246695,COMATRAL,1632885,1,4,4661300,"3314711,4614100,7731400",MS,9073,Parceiros,1,0,0,1,0,0
247017,COOPERCITRUS,45236791,1,91,4683400,"0113000,0115600,0134200,0141501,0161001,0161003,0161099,0162899,1051100,1066000,1081301,1081302,3313901,3314711,3321000,4321500,4520001,4520005,4530703,4530705,4614100,4621400,4622200,4623101,4623106,4623109,4623199,4632001,4632003,4637199,4644302,4649499,4661300,4673700,4692300,4721102,4721104,4723700,4729602,4729699,4731800,4732600,4742300,4744001,4753900,4755503,4759899,4763602,4763604,4771704,4781400,4782201,4789002,4789004,4789005,4789099,5211701,5211799,5813100,6399200,7112000,7119799,7120100,7490103,7490104,7500100,7731400,8211300,8230001,8299799,8599604,9609208",SP,6221,Parceiros,1,1,0,1,0,0
247161,,46986386,1,53,4661300,"4511101,4511102,4511104,4520001,4530703,4732600,7711000,7731400",SP,6875,Parceiros,1,0,0,0,0,0
247182,GEOATIVA,64426794,1,32,4683400,"4752100,3312102,7490103,7490199,4612500",MG,5403,Parceiros,0,1,0,0,0,0
248783,,7043675,1,67,4661300,"3314711,7820500",PR,7541,Parceiros,1,0,0,1,0,0
250701,,89458418,1,50,4661300,"0111302,0111303,0111399,0115600,4511101,4511102,4520001,4530703,4530704,4614100,4632001,4683400,4732600,4930201,4930202,7490103",RS,8777,Parceiros,1,1,1,0,0,0
250847,VEGRANDE,889654,2,7,4661300,"2539001,3314711,2950600,4732600,4512901",MT,9177,Parceiros,1,0,0,1,0,0
251771,CASCAVEL MAQUINAS AGRICOLAS S/A,76075118,16,27,4661300,"2950600,3314711,4619200",PR,7483,Parceiros,1,0,0,1,0,1
251960,AGROSOL,7437133,1,79,4661300,"0161099,3314711,4313400,4614100,4662100,4663000,4665600,4713005,4723700,4729601,4729699,4751201,4752100,4753900,4756300,4761003,4763601,4763604,4772500,4774100,4781400,4782201,4782202,4783102,4930202,7739099",RR,301,Parceiros,1,0,0,1,0,0
252542,CAMAGRIL,76075118,20,3,4661300,"2950600,3314711,4619200",PR,7541,Parceiros,1,0,0,1,0,1
252543,,8965061,1,3,4661300,4614100,MT,9907,Parceiros,1,0,0,0,0,0
253143,RECH AGRICOLA,10209063,1,6,4661300,"4530701,4530702,4530703,4530704,4530705,4541201,4541202,4541203,4541204,4541206,4614100,4662100,4930201,4930202,6463800",MT,9871,Parceiros,1,0,1,0,0,0
253346,AVIVAGRO,10676719,1,9,4683400,"4623106,4611700",MT,9937,Parceiros,0,1,0,0,0,0
253599,ARAGUAIA AGRICOLA LTDA,73643959,3,80,4661300,"3314712,4511101,4511102,4511103,4512901,4520001,4530703,4530704,4530706,7490104",MT,9937,Parceiros,1,0,1,0,1,0
253666,AGRICASE,5444853,7,21,4661300,"4520001,4530703,4619200,4662100,4732600,7490104,7731400,7732201",MS,9107,Parceiros,1,0,0,0,0,1
254213,AGRITEX,6098802,3,24,4661300,"4511101,4683400,4623106,3314712,4618499,0161001,0161003",MT,1038,Parceiros,1,1,0,0,1,0
254528,EQUAGRIL,77310589,24,45,4661300,"4530701,4662100,4665600,4669999,4732600,4520001,4619200,7731400,7732201",SP,6179,Parceiros,1,0,0,0,0,1
254909,AGRO AMAZONIA,13563680,3,65,4683400,"4618499,4622200,4623109,4623199,4644302,4661300,4789099,7490103",MT,9151,Parceiros,1,1,0,0,0,0
254993,,14644584,1,42,4661300,"3314711,3314712,4614100",SC,8081,Parceiros,1,0,0,1,1,0
255114,AGRITEX,6098802,4,5,4661300,"4511101,4683400,4623106,3314712,4618499,0161001,0161003",MT,9193,Parceiros,1,1,0,0,1,0
255155,CIA DE NEGOCIOS,15209274,1,62,4683400,"2330301,2330302,2511000,4292801,4399103,4614100,4623106,4661300,4742300,4744001,4744004,4744099,4789005,4930201,4930202",MT,1184,Parceiros,1,1,0,0,0,0
255220,EQUAGRIL,77310589,27,98,4661300,"4520001,4530701,4619200,4662100,4665600,4669999,4732600,7731400,7732201",PR,7887,Parceiros,1,0,0,0,0,1
256189,AGRIPECAS MAQUINAS AGRICOLAS,17165939,1,9,4661300,"4520001,4681805",GO,9379,Parceiros,1,0,0,0,0,0
256199,,6044573,3,65,4661300,"4511101,4732600,4520001,4520002,4614100",MG,4865,Parceiros,1,0,0,0,0,0
256364,MULTIPECAS,17682928,1,4,4661300,,GO,9641,Parceiros,1,0,0,0,0,0
256537,PRECISMAQ,18129853,1,93,3314711,,PR,7805,Parceiros,0,0,0,1,0,0
257026,TRATORCASE MAQUINAS AGRICOLAS S/A,8641686,6,16,4661300,"3314711,6202300",PR,7623,Parceiros,1,0,0,1,0,0
257511,,20190046,1,28,4661300,"3314711,4530701,4530702,4530703,4530705,4614100,4642701,4681805,4732600",RS,8841,Parceiros,1,0,0,1,0,0
257845,SUPREMA MAQUINAS,15671525,3,98,4661300,"4732600,3314711,7490104,4781400,4782201",MT,9819,Parceiros,1,0,0,1,0,0
258188,DTECHNICA LABORATORIO DE ELETRONICA AGRICOLA,22593179,1,70,3314711,"4742300,4757100,4789099",PR,7471,Parceiros,0,0,0,1,0,0
258532,,23688454,1,0,4661300,"3314701,3314711,4614100,4732600,4789099",PR,7947,Parceiros,1,0,0,1,0,0
258754,GOIASMAQ - MAQUINAS AGRICOLAS,8760908,2,96,4661300,"4663000,3314711,3314712",GO,9563,Parceiros,1,0,0,1,1,0
258775,GRANDTEC,15727764,4,1,4661300,"4662100,4732600,4744001,4614100,4512901,3314712,4930201,4930202,7490104",TO,9711,Parceiros,1,0,0,0,1,0
258994,AGRIMAQUINAS,24973838,1,20,4661300,"4732600,4530705,4520001",GO,9633,Parceiros,1,0,0,0,0,0
259058,CENTRAL MAQUINAS,54718481,4,47,4661300,"3314712,3314711,7490104,4732600,4530705,4512901,4782201,4781400",SP,6795,Parceiros,1,0,0,1,1,0
259197,,13563680,26,51,4683400,"4644302,0141502,4661300,4622200,4789099,4623109,4618499,7490103",RO,13,Parceiros,1,1,0,0,0,0
259764,PLANTA MAQUINAS,4753912,2,76,4661300,"4681805,4732600,3314712,4614100",PR,7493,Parceiros,1,0,0,0,1,0
259838,,10474704,1,50,4661300,"3314711,3329599,4789099,5211799,6202300,6203100,6209100,7490103,7731400,8599604",SP,6969,Parceiros,1,0,0,1,0,0
260944,A.ALVES S/A INDUSTRIA E COMERCIO,53309852,18,70,4661300,"4511102,4512901,4520001,4530703,4530705,4732600,7490104",MG,4541,Parceiros,1,0,0,0,0,0
261551,,45942349,19,0,4661300,"4520001,7490104",SP,6681,Parceiros,1,0,0,0,0,0
261658,COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS,45236791,176,71,4661300,"4520001,7731400,0161099,4614100,7112000,3321000,8599604,3314711,7490103,8230001,4782201,4781400,4759899,4763602,4763604,4789005,4755503,4530703,4530705,4789004,4744001,4753900,4789099",SP,7245,Parceiros,1,0,0,1,0,0
261794,PLANJO MAQUINAS AGRICOLAS,31445358,1,51,4661300,"3314711,4512901,4930202,5212500,5229002",SC,8069,Parceiros,1,0,0,1,0,0
263341,,11840303,1,39,4511101,"3314711,4511102,4512901,4520001,4520002,4520003,4520004,4520005,4530701,4530703,4530705,4661300,4663000,4731800,4732600,6463800,7490104",PE,2457,Parceiros,1,0,0,1,0,0
263349,,88083498,1,44,4530703,"4520007,4530701,4614100,4623199,4632001,4661300,4681805,4683400,4684299,4731800,4744099,4789099",RS,8629,Parceiros,1,1,0,0,0,0
263440,,18650374,7,3,4530701,"4511101,4661300,4520001,4520002,4930202,4614100,3314711,3314712",MG,5241,Parceiros,1,0,0,1,1,0
263441,MOCAFOR TRATORES,49591290,10,75,4614100,"4530703,3314712,7830200,4611700,4789002,4618499,4771704,4930202,4789004,4789099,4661300,4683400,4692300",MG,4957,Parceiros,1,1,0,0,1,0
263459,VENCE TUDO,92544196,1,1,2833000,"2832100,3314711,3321000,4661300,4669999,4683400,4789002,4789099,4930201,4930202,7740300",RS,8701,Parceiros,1,1,0,1,0,0
263462,GUAPORE MAQUINAS,6067041,1,81,4614100,"0810007,0990403,3314712,3314717,4211101,4221901,4313400,4391600,4399104,4530703,4661300,4683400,4692300,4930202,4930203,4930204,6462000,6463800,7731400,7732201,8211300",RO,13,Parceiros,1,1,0,0,1,0
263526,KESOJA AGRICOLA,89842686,1,71,4789099,"0141501,0163600,4520001,4530701,4530703,4619200,4622200,4623106,4623199,4632001,4661300,4683400,4729699,4930202,4930203,5211701,7020400,8292000",RS,8637,Parceiros,1,1,0,0,0,1
263559,PAULOMAQ,914416,1,15,4530703,"4530704,4530705,4530706,4614100,4661300,4669999,4789099,7731400,7732201",GO,9571,Parceiros,1,0,1,0,0,0
263640,SUPER TRATORES,89800502,1,0,4789099,"2212900,3314711,3314712,4511101,4511102,4511103,4520001,4530701,4530703,4530705,4541204,4541206,4618499,4661300,4662100,4686902,4689399,4930201,4930202,5211799,5250804,6311900,6499999,6619302,6619399",RS,8841,Parceiros,1,0,0,1,1,0
263904,MARCAO AUTO PECAS E IMPLEMENTOS AGRICOLAS,13942645,1,95,4530703,"3314711,3314712,4614100,4661300,4732600",PA,411,Parceiros,1,0,0,1,1,0
263917,C.VALE COOPERATIVA AGROINDUSTRIAL,77863223,129,70,4530703,"3314702,3314711,3314712,3314713,4644302,4661300,4732600,4741500,4763604",PR,7739,Parceiros,1,0,0,1,1,0
264006,,2949160,5,30,4789099,"3314711,3314712,3314716,3314717,3321000,4313400,4530706,4661300,4662100,4669999,4930202,7731400,8599604",MG,5401,Parceiros,1,0,0,1,1,0
264088,TRATOR PECAS,17434811,1,1,4530703,"4530701,4614100,4661300,4732600,4744001",MT,8987,Parceiros,1,0,0,0,0,0
264142,AGROINVEST AGRICULTURA ESPECIALIZADA,14584476,1,21,7490103,"0161003,4612500,4661300,4669999",MG,4141,Parceiros,1,0,0,0,0,0
264303,AGTECH SOLUCOES,21495055,1,90,161099,"0161003,2610800,2651500,2733300,2832100,3312102,3314711,3321000,4614100,4661300,4669999,4753900,6202300,6209100,6399200,7210000,7490103,7731400,7739099,7740300,8599604",SP,7097,Parceiros,1,0,0,1,0,0
264330,FUTURJET,21985457,1,72,2833000,"3321000,4744001,4661300,2511000,4530704,4930201,2840200,4930203,2539001,2790299,4930202,4530703",PR,7921,Parceiros,1,0,1,0,0,0
266118,C.VALE,77863223,106,84,4632001,"0161001,3314702,3314711,3314712,3314713,4530703,4683400,4741500,4771704,4930203,5211799,7490103",PR,7483,Parceiros,0,1,0,1,1,0
266353,JARAGUA PIAUI,3797765,3,54,4789099,"3314712,3314711,4930202,4789002,4683400,7490103",PI,1037,Parceiros,0,1,0,1,1,0
266591,,24241196,1,74,4930202,"4683400,0163600,3319800,4623109,4530702,0161003,4930203,7490103,7120100",RS,8875,Parceiros,0,1,0,0,0,0
269212,MESQUITA PECAS,40297403,1,69,4530703,"4511101,4530704,4530705,4614100,4732600",MT,9925,Parceiros,0,0,1,0,0,0
278823,,11492141,13,29,4530701,"3314710,3314711,3314712,3329599,4520001,4530702,4618499,4663000,7490104,7739099",RS,8727,Parceiros,0,0,0,1,1,0
279236,,23403611,4,29,4511101,"7731400,4530703,3314711,3314712,4732600,7490104",GO,9645,Parceiros,0,0,0,1,1,0
279379,JARAGUA BAHIA,3797765,2,73,4789099,"3314712,3314711,4930202",PI,1223,Parceiros,0,0,0,1,1,0
279434,,985004,2,57,4662100,"4663000,4614100,7732201,3314711",RJ,788,Parceiros,0,0,0,1,0,0
279439,JFI SILVICULTURA,4450427,3,4,210101,"0161003,3314711",MS,9165,Parceiros,0,0,0,1,0,0
279631,,17672862,1,63,2832100,"2833000,4789099,3314711,3314719",PR,7823,Parceiros,0,0,0,1,0,0
279733,,20995405,1,14,4789099,"4530703,4530705,4732600,3314711,7490104,3314712",RS,8629,Parceiros,0,0,0,1,1,0
280648,MAT MECANIZACAO,11254572,1,13,4313400,"0161003,0161099,0230600,3314712,4120400,4211101,4222701,4291000,4319300,4923002,4930201,4930203,7112000,7711000,7731400,7732201",BA,3509,Parceiros,0,0,0,0,1,0
283567,DIGITRO,83472803,1,76,6202300,"2632900,4619200,4753900,6110803,6190602,6190699,6204000,6209100,7490101,7739099,8219999",SC,8105,Parceiros,0,0,0,0,0,1
288954,CHEMIN AGRICULTURA DE PRECISAO,35414646,1,8,4661300,"0161003,0161099,3314711,4789099",PR,7483,Parceiros,1,0,0,1,0,0
288958,RISA MAQUINAS,6855894,18,26,4661300,"3314711,3314712,4520001,4530701,4530703,7319002",PI,2245,Parceiros,1,0,0,1,1,0
289603,,37565423,1,69,3314712,4530703,SP,6191,Parceiros,0,0,0,0,1,0
289921,RACINE TRATORES LTDA,2210106,6,50,4661300,"3314711,3314716,3314717,3314799,4520001,4669999,4789099,7490104,7719599,7731400",MG,5049,Parceiros,1,0,0,1,0,0
